,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,repeat.,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,group_key
1628,1724,80,1350,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,113,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,December,winter,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-2,NA,0.42,NA,NA,12.77,0.73,15.2787837,15.2787837,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Middle marsh
1629,1725,80,1350,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,114,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,December,winter,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-2,NA,0.42,NA,NA,12.77,0.73,15.2787837,15.2787837,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Middle marsh
1630,1726,80,1350,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,115,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,December,winter,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-2,NA,0.42,NA,NA,12.77,0.73,15.2787837,15.2787837,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Middle marsh
1631,1727,80,1349,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,116,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-4.21,NA,0.53,NA,NA,NA,NA,NA,NA,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Low marsh
1632,1728,80,1349,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,117,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-4.21,NA,0.53,NA,NA,NA,NA,NA,NA,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Low marsh
1633,1729,80,1349,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,118,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-4.21,NA,0.53,NA,NA,NA,NA,NA,NA,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Low marsh
1634,1730,80,1349,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,119,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-4.21,NA,0.53,NA,NA,NA,NA,NA,NA,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Low marsh
1635,1731,80,1349,Sun et al.,2014,Spatial and temporal variations of nitrous oxide flux between coastal marsh and the atmosphere in the Yellow River estuary of China,120,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,December,winter,Suaeda salsa,NA,Low marsh,microtidal,mesohaline,salinity in paper,NA,NA,NA,NA,NA,,NA,-4.21,NA,0.53,NA,NA,NA,NA,NA,NA,fig,NA,,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,80_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_December_Suaeda salsa_mesohaline__NA_Low marsh
1636,1732,81,1378,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",1,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-3.739949,0.623325,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_April_Suaeda salsa_mesohaline_dark_NA_High marsh
1637,1733,81,1381,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",2,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,7:00:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-6.233248,2.493299,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_July_Suaeda salsa_mesohaline_dark_NA_High marsh
1638,1734,81,1375,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",3,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,7:00:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,13.089821,6.233248,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7891,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_October_Suaeda salsa_mesohaline_dark_NA_High marsh
1639,1735,81,1374,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",4,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,7:00:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,based on EC from sun et al paper above,3,-1.24665,3.739949,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7892,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_December_Suaeda salsa_polyhaline_dark_NA_High marsh
1640,1736,81,1378,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",5,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-0.623325,4.986598,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7893,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_April_Suaeda salsa_mesohaline_dark_NA_High marsh
1641,1737,81,1381,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",6,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,9:30:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-3.739949,0.623325,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7894,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_July_Suaeda salsa_mesohaline_dark_NA_High marsh
1642,1738,81,1375,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",7,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,9:30:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,21.193043,11.219846,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7895,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_October_Suaeda salsa_mesohaline_dark_NA_High marsh
1643,1739,81,1374,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",8,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,9:30:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,based on EC from sun et al paper above,3,0.623325,0.623325,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7896,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_December_Suaeda salsa_polyhaline_dark_NA_High marsh
1644,1740,81,1378,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",9,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,4.363274,1.24665,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7897,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_April_Suaeda salsa_mesohaline_dark_NA_High marsh
1645,1741,81,1381,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",10,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,12:00:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-1.869974,2.493299,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7898,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_July_Suaeda salsa_mesohaline_dark_NA_High marsh
1646,1742,81,1375,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",11,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,12:00:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-11.219846,3.116624,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7899,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_October_Suaeda salsa_mesohaline_dark_NA_High marsh
1647,1743,81,1374,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",12,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,12:00:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,based on EC from sun et al paper above,3,-1.869974,0.623325,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7900,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_December_Suaeda salsa_polyhaline_dark_NA_High marsh
1648,1744,81,1378,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",13,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-6.856573,1.24665,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7901,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_April_Suaeda salsa_mesohaline_dark_NA_High marsh
1649,1745,81,1381,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",14,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,14:30:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,2.493299,1.24665,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7902,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_July_Suaeda salsa_mesohaline_dark_NA_High marsh
1650,1746,81,1375,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",15,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,14:30:00,October,fall,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-8.726547,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7903,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_October_Suaeda salsa_mesohaline_dark_NA_High marsh
1651,1747,81,1374,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",16,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2009,2009,NA,14:30:00,December,winter,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,polyhaline,based on EC from sun et al paper above,3,1.24665,5.609923,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7904,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2009_December_Suaeda salsa_polyhaline_dark_NA_High marsh
1652,1748,81,1378,Sun et al.,2013,"Fluxes of nitrous oxide and methane in different coastal Suaeda salsa marshes of the Yellow River estuary, China",17,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,NA,2010,2010,NA,17:00:00,April,spring,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,based on EC from sun et al paper above,3,-13.089821,1.869974,SE,mg/m2/h,dark,fig,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7905,81_Yellow River Estuary_Nature Reserve of Yellow River Delta_2010_April_Suaeda salsa_mesohaline_dark_NA_High marsh
