,num,p_num,unique_id,author,publish_year,title,m_num,lat,long,climate_region,country,state_province,estuary,marsh,specific_site,time_frame,sampling_year,sampling_year_full,specific_date_condition,specific_time,month,season,plant_species,plant_comment,section,tide,salinity,salinity_loc,ch4_n,ch4_flux,ch4_var,ch4_var_type,ch4_units,ch4_chamber,ch4_loc,soil_temp,soil_source,soil_temp_var,pw_salinity,pw_salinity_var,pw_conductivity,pw_conductivity_var,cond_convert,salinity_conductivity,enviro_source,ch4_method,ch4_method_simple,method,brand,brand2,model,repeat_flag,group_key,yi,vi
399,1529,79,1329,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",33,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,June,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-18.076419,41.139437,SE,mg/m2/h,dark,fig,32.32,NA,2.32,NA,NA,15.73,1.26,7.889612957,7.889612957,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_High marsh,-3.58851967,3
400,1530,79,1329,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",34,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,June,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,23.063018,1.24665,SE,mg/m2/h,dark,fig,32.32,NA,2.32,NA,NA,15.73,1.26,7.889612957,7.889612957,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_High marsh,3.831847242,3
401,1531,79,1329,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",35,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,June,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,11.843171,36.776163,SE,mg/m2/h,dark,fig,32.32,NA,2.32,NA,NA,15.73,1.26,7.889612957,7.889612957,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_High marsh,3.166676244,3
402,1532,79,1330,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",36,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,June,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-71.682352,18.699744,SE,mg/m2/h,dark,fig,30.84,NA,1.89,NA,NA,12.53,1.01,6.353172996,6.353172996,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-4.965440411,3
403,1533,79,1330,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",37,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,June,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,0,9.349872,SE,mg/m2/h,dark,fig,30.84,NA,1.89,NA,NA,12.53,1.01,6.353172996,6.353172996,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_Middle marsh,0,3
404,1534,79,1330,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",38,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,June,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-23.686342,24.932992,SE,mg/m2/h,dark,fig,30.84,NA,1.89,NA,NA,12.53,1.01,6.353172996,6.353172996,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-3.858491077,3
405,1535,79,1330,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",39,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,June,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-47.372685,0.623325,SE,mg/m2/h,dark,fig,30.84,NA,1.89,NA,NA,12.53,1.01,6.353172996,6.353172996,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-4.551304358,3
406,1536,79,1330,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",40,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,June,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,16.206445,16.82977,SE,mg/m2/h,dark,fig,30.84,NA,1.89,NA,NA,12.53,1.01,6.353172996,6.353172996,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_mesohaline_dark_NA_Middle marsh,3.479506668,3
407,1537,79,1331,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",41,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,June,summer,Suaeda salsa,NA,Low marsh,microtidal,oligohaline,salinity in paper,3,-48.619334,26.179642,SE,mg/m2/h,dark,fig,24.63,NA,1.68,NA,NA,7.14,0.2,3.951724856,3.951724856,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_oligohaline_dark_NA_Low marsh,-4.577274195,3
408,1538,79,1331,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",42,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,June,summer,Suaeda salsa,NA,Low marsh,microtidal,oligohaline,salinity in paper,3,20.569718,69.812378,SE,mg/m2/h,dark,fig,24.63,NA,1.68,NA,NA,7.14,0.2,3.951724856,3.951724856,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_oligohaline_dark_NA_Low marsh,3.71755751,3
409,1539,79,1331,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",43,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,June,summer,Suaeda salsa,NA,Low marsh,microtidal,oligohaline,salinity in paper,3,3.739949,35.529514,SE,mg/m2/h,dark,fig,24.63,NA,1.68,NA,NA,7.14,0.2,3.951724856,3.951724856,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_oligohaline_dark_NA_Low marsh,2.029631609,3
410,1540,79,1331,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",44,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,June,summer,Suaeda salsa,NA,Low marsh,microtidal,oligohaline,salinity in paper,3,-19.323069,29.296266,SE,mg/m2/h,dark,fig,24.63,NA,1.68,NA,NA,7.14,0.2,3.951724856,3.951724856,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_oligohaline_dark_NA_Low marsh,-3.655115734,3
411,1541,79,1331,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",45,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,June,summer,Suaeda salsa,NA,Low marsh,microtidal,oligohaline,salinity in paper,3,-15.58312,2.493299,SE,mg/m2/h,dark,fig,24.63,NA,1.68,NA,NA,7.14,0.2,3.951724856,3.951724856,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_June_Suaeda salsa_oligohaline_dark_NA_Low marsh,-3.440363383,3
412,1542,79,1326,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",46,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-6.233248,2.493299,SE,mg/m2/h,dark,fig,33.68,NA,2.32,NA,NA,16.01,0.12,7.83211943,7.83211943,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_High marsh,-2.529417942,3
413,1543,79,1326,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",47,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-4.363274,0.623325,SE,mg/m2/h,dark,fig,33.68,NA,2.32,NA,NA,16.01,0.12,7.83211943,7.83211943,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_High marsh,-2.179250037,3
414,1544,79,1326,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",48,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-2.493299,2.493299,SE,mg/m2/h,dark,fig,33.68,NA,2.32,NA,NA,16.01,0.12,7.83211943,7.83211943,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_High marsh,-1.644739578,3
415,1545,79,1326,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",49,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,0.623325,0.623325,SE,mg/m2/h,dark,fig,33.68,NA,2.32,NA,NA,16.01,0.12,7.83211943,7.83211943,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_High marsh,0.588722754,3
416,1546,79,1326,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",50,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,July,summer,Suaeda salsa,Suaeda salsa (10% phag),High marsh,microtidal,mesohaline,salinity in paper,3,-6.233248,1.24665,SE,mg/m2/h,dark,fig,33.68,NA,2.32,NA,NA,16.01,0.12,7.83211943,7.83211943,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_High marsh,-2.529417942,3
417,1547,79,1327,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",51,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,7:00:00,July,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,-16.206445,12.466496,SE,mg/m2/h,dark,fig,31.37,NA,1.89,NA,NA,12.81,0.32,6.438204692,6.438204692,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_Middle marsh,-3.479506668,3
418,1548,79,1327,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",52,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,9:30:00,July,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,3.739949,9.349872,SE,mg/m2/h,dark,fig,31.37,NA,1.89,NA,NA,12.81,0.32,6.438204692,6.438204692,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_Middle marsh,2.029631609,3
419,1549,79,1327,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",53,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,12:00:00,July,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,4.363274,2.493299,SE,mg/m2/h,dark,fig,31.37,NA,1.89,NA,NA,12.81,0.32,6.438204692,6.438204692,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_Middle marsh,2.179250037,3
420,1550,79,1327,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",54,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,14:30:00,July,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,3.116624,11.219846,SE,mg/m2/h,dark,fig,31.37,NA,1.89,NA,NA,12.81,0.32,6.438204692,6.438204692,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_Middle marsh,1.854694937,3
421,1551,79,1327,Sun et al.,2013,"Seasonal and spatial variations of methane emissions from coastal marshes in the northern Yellow River estuary, China",55,37.7741,119.1435,continental,China,Shandong,Yellow River Estuary,Nature Reserve of Yellow River Delta,NA,hour,2011,2011,NA,17:00:00,July,summer,Suaeda salsa,NA,Middle marsh,microtidal,mesohaline,salinity in paper,3,15.58312,3.739949,SE,mg/m2/h,dark,fig,31.37,NA,1.89,NA,NA,12.81,0.32,6.438204692,6.438204692,fig,closed static chamber with discrete samples and gas chomatography,discrete,closed static chamber with discrete samples and gas chomatography,Agilent,,Agilent 7890,FALSE,79_Yellow River Estuary_Nature Reserve of Yellow River Delta_2011_July_Suaeda salsa_mesohaline_dark_NA_Middle marsh,3.440363383,3
